,name,Length Of Movie (minute),year,idbm_year,director_1,gender_director,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating,director movie amount,writer1 movie amount,star1 movie amount,star2 movie amount,star3 movie amount,average rating genre,director rating avg,star1 rating avg,star2 rating avg,star3 rating avg,writer1 rating avg,Action,Drama,Comedy
1415,Cross Creek,127.0,1983,1983,Martin Ritt,1,Marjorie Kinnan Rawlings,Dalene Young,,Mary Steenburgen,Rip Torn,Peter Coyote,Biography,Drama,Romance,7.0,12,1,4,3,5,6.939,6.9,6.575,5.633,6.8,7.0,0.0,0.0,0.0
1416,Cujo,93.0,1983,1983,Lewis Teague,1,Stephen King,Don Carlos Dunaway,Barbara Turner,Dee Wallace,Daniel Hugh Kelly,Danny Pintauro,Horror,Thriller,,6.1,6,26,2,1,1,5.441,5.867,6.1,6.1,6.1,6.531,0.0,0.0,0.0
1417,D.C. Cab,100.0,1983,1983,Joel Schumacher,1,Topper Carew,Joel Schumacher,,Max Gail,Adam Baldwin,Mr. T,Action,Comedy,,5.6,12,2,1,1,1,6.077,6.367,5.6,5.6,5.6,5.4,4.0,0.0,0.0
1418,Daffy Duck's Fantastic Island,78.0,1983,1983,Friz Freleng,1,John W. Dunn,David Detiege,Friz Freleng,Mel Blanc,June Foray,Les Tremayne,Family,Animation,Comedy,7.1,2,2,5,1,1,6.142,7.1,6.78,7.1,7.1,7.1,0.0,0.0,0.0
1419,The Dead Zone,103.0,1983,1983,David Cronenberg,1,Jeffrey Boam,Stephen King,,Christopher Walken,Brooke Adams,Tom Skerritt,Drama,Horror,Sci-Fi,7.2,12,5,11,4,5,6.459,6.892,6.245,7.0,6.22,7.22,0.0,5.0,0.0
1420,Deal of the Century,99.0,1983,1983,William Friedkin,1,Paul Brickman,Bernard Edelman,Robert Garland,Chevy Chase,Sigourney Weaver,Gregory Hines,Comedy,Crime,,4.6,10,3,15,4,1,6.016,6.65,6.107,6.225,4.6,5.667,0.0,0.0,2.0
1421,Doctor Detroit,89.0,1983,1983,Michael Pressman,1,Bruce Jay Friedman,Carl Gottlieb,Robert Boris,Dan Aykroyd,Howard Hesseman,Donna Dixon,Comedy,,,5.3,7,2,10,2,1,6.016,5.843,5.58,5.2,5.3,6.05,0.0,0.0,4.0
1422,Eddie and the Cruisers,95.0,1983,1983,Martin Davidson,1,Martin Davidson,Arlene Davidson,P.F. Kluge,Tom Berenger,Michael Paré,Joe Pantoliano,Drama,Music,Mystery,7.0,6,1,14,3,6,6.459,5.883,6.379,6.3,6.867,7.0,0.0,2.0,0.0
1423,Eddie Macon's Run,95.0,1983,1983,Jeff Kanew,1,James McLendon,Jeff Kanew,,Kirk Douglas,John Schneider,Lee Purcell,Action,Adventure,Crime,5.7,5,1,8,1,3,6.077,6.12,5.85,5.7,5.533,5.7,2.0,0.0,0.0
1424,El Norte,141.0,1983,1983,Gregory Nava,1,Gregory Nava,Anna Thomas,,Zaide Silvia Gutiérrez,David Villalpando,Ernesto Gómez Cruz,Adventure,Drama,,7.7,4,3,1,1,1,6.206,6.5,7.7,7.7,7.7,6.533,0.0,0.0,0.0
1425,Fire and Ice,81.0,1983,1983,Ralph Bakshi,1,Ralph Bakshi,Frank Frazetta,Roy Thomas,Randy Norton,Cynthia Leake,Steve Sandor,Animation,Fantasy,Adventure,6.6,5,4,1,1,1,6.623,6.12,6.6,6.6,6.6,6.425,0.0,0.0,0.0
1426,Flashdance,95.0,1983,1983,Adrian Lyne,1,Thomas Hedley Jr.,Joe Eszterhas,,Jennifer Beals,Michael Nouri,Lilia Skala,Drama,Music,Romance,6.2,8,3,2,2,1,6.459,6.538,6.0,6.6,6.2,5.7,0.0,8.0,0.0
1427,Get Crazy,92.0,1983,1983,Allan Arkush,1,Danny Opatoshu,Henry Rosenbaum,David Taylor,Malcolm McDowell,Allen Garfield,Daniel Stern,Comedy,Music,,6.7,5,3,4,3,8,6.016,5.46,6.875,6.067,6.75,5.8,0.0,0.0,4.0
1428,Going Berserk,84.0,1983,1983,David Steinberg,1,Dana Olsen,,,John Candy,Joe Flaherty,Eugene Levy,Comedy,,,5.2,2,3,10,1,6,6.016,6.05,6.02,5.2,5.2,6.0,0.0,0.0,2.0
1429,Gorky Park,128.0,1983,1983,Michael Apted,1,Martin Cruz Smith,Dennis Potter,,William Hurt,Lee Marvin,Brian Dennehy,Crime,Drama,Mystery,6.8,13,1,7,2,4,6.499,6.492,6.757,6.2,6.55,6.8,0.0,0.0,0.0
1430,Heart Like a Wheel,113.0,1983,1983,Jonathan Kaplan,1,Ken Friedman,Joan McCall,David E. Peckinpah,Bonnie Bedelia,Beau Bridges,Bruce Barlow,Biography,Drama,Romance,6.8,12,4,2,6,1,6.939,6.208,6.4,6.25,6.8,6.025,0.0,0.0,0.0
1431,High Road to China,105.0,1983,1983,Brian G. Hutton,1,Jon Cleary,Sandra Weintraub,S. Lee Pogostin,Tom Selleck,Bess Armstrong,Jack Weston,Adventure,Drama,Romance,6.1,3,1,10,3,4,6.206,6.533,5.88,5.333,6.15,6.1,0.0,0.0,0.0
1432,The Hunger,97.0,1983,1983,Tony Scott,1,James Costigan,Michael Thomas,Whitley Strieber,Catherine Deneuve,David Bowie,Susan Sarandon,Drama,Horror,,6.7,14,1,1,2,14,6.459,6.907,6.7,6.5,6.3,6.7,0.0,1.0,0.0
1433,Jaws 3-D,99.0,1983,1983,Joe Alves,1,Peter Benchley,Richard Matheson,Carl Gottlieb,Dennis Quaid,Bess Armstrong,Simon MacCorkindale,Adventure,Horror,Thriller,3.7,1,4,20,3,2,6.206,3.7,6.215,5.333,4.65,5.125,0.0,0.0,0.0
1434,The Keep,96.0,1983,1983,Michael Mann,1,F. Paul Wilson,Michael Mann,,Scott Glenn,Ian McKellen,Alberta Watson,Drama,Fantasy,Horror,5.8,8,1,2,7,1,6.459,7.075,5.85,7.657,5.8,5.8,0.0,1.0,0.0
1435,Lianna,110.0,1983,1983,John Sayles,1,John Sayles,,,Linda Griffiths,Jane Hallaren,Jon DeVries,Drama,Romance,,6.8,12,11,1,1,1,6.459,7.117,6.8,6.8,6.8,6.9,0.0,8.0,0.0
1436,Lone Wolf McQuade,107.0,1983,1983,Steve Carver,1,B.J. Nelson,H. Kaye Dyal,,Chuck Norris,David Carradine,Barbara Carrera,Action,Crime,Drama,6.4,5,1,14,5,2,6.077,5.46,5.286,6.66,5.75,6.4,5.0,0.0,0.0
1437,The Lonely Lady,92.0,1983,1983,Peter Sasdy,1,Harold Robbins,Ellen Shepard,John Kershaw,Pia Zadora,Lloyd Bochner,Bibi Besch,Drama,,,3.0,1,2,1,1,1,6.459,3.0,3.0,3.0,3.0,4.1,0.0,1.0,0.0
1438,The Lords of Discipline,102.0,1983,1983,Franc Roddam,1,Pat Conroy,Thomas Pope,Lloyd Fonvielle,David Keith,Robert Prosky,G.D. Spradlin,Thriller,,,6.6,2,4,4,1,1,5.189,6.0,5.65,6.6,6.6,6.975,0.0,0.0,0.0
1439,The Man Who Loved Women,110.0,1983,1983,Blake Edwards,1,Blake Edwards,Milton Wexler,Geoffrey Edwards,Burt Reynolds,Julie Andrews,Kim Basinger,Comedy,Drama,Romance,5.3,16,10,24,3,3,6.016,6.012,5.512,5.867,6.267,6.01,0.0,0.0,11.0
1440,The Man with Two Brains,93.0,1983,1983,Carl Reiner,1,George Gipe,Steve Martin,Carl Reiner,Steve Martin,Kathleen Turner,David Warner,Comedy,Romance,Sci-Fi,6.4,12,1,24,7,4,6.016,6.367,6.338,6.743,6.875,6.4,0.0,0.0,12.0
1441,"Man, Woman and Child",99.0,1983,1983,Dick Richards,1,Erich Segal,David Zelag Goodman,,Martin Sheen,Blythe Danner,Craig T. Nelson,Drama,,,6.1,4,4,6,5,4,6.459,6.65,6.4,6.1,6.325,5.725,0.0,1.0,0.0
1442,Max Dugan Returns,98.0,1983,1983,Herbert Ross,1,Neil Simon,,,Jason Robards,Marsha Mason,Donald Sutherland,Comedy,Drama,,6.6,21,18,7,6,7,6.016,6.505,6.057,6.583,6.471,6.461,0.0,0.0,14.0
1443,Metalstorm: The Destruction of Jared-Syn,84.0,1983,1983,Charles Band,1,Alan J. Adler,,,Jeffrey Byron,Michael Preston,Tim Thomerson,Action,Adventure,Romance,3.9,1,1,2,1,1,6.077,3.9,4.05,3.9,3.9,3.9,1.0,0.0,0.0
1444,Mickey's Christmas Carol,1.0,1983,1983,Burny Mattinson,1,Charles Dickens,Burny Mattinson,Tony Marino,Alan Young,Wayne Allwine,Hal Smith,Animation,Short,Comedy,8.0,1,5,2,1,1,6.623,8.0,7.45,8.0,8.0,7.3,0.0,0.0,0.0
1445,Mr. Mom,91.0,1983,1983,Stan Dragoti,1,John Hughes,,,Michael Keaton,Teri Garr,Frederick Koehler,Comedy,Drama,,6.6,6,24,15,3,1,6.016,6.05,6.433,6.367,6.6,6.575,0.0,0.0,5.0
1446,My Brother's Wedding,115.0,1983,1983,Charles Burnett,1,Charles Burnett,,,Everett Silas,Jessie Holmes,Gaye Shannon-Burnett,Drama,,,7.1,2,2,1,1,1,6.459,7.15,7.1,7.1,7.1,7.15,0.0,2.0,0.0
1447,My Tutor,97.0,1983,1983,George Bowers,1,Joe Roberts,,,Matt Lattanzi,Caren Kaye,Kevin McCarthy,Comedy,,,5.2,2,1,1,1,3,6.016,5.25,5.2,5.2,6.1,5.2,0.0,0.0,2.0
1448,Nate and Hayes,99.0,1983,1983,Ferdinand Fairfax,1,Lloyd Phillips,John Hughes,David Odell,Tommy Lee Jones,Michael O'Keefe,Max Phipps,Action,Adventure,Comedy,6.2,1,1,11,2,1,6.077,6.2,6.445,6.15,6.2,6.2,1.0,0.0,0.0
1449,National Lampoon's Vacation,98.0,1983,1983,Harold Ramis,1,John Hughes,,,Chevy Chase,Beverly D'Angelo,Imogene Coca,Adventure,Comedy,,7.4,11,24,15,6,1,6.206,6.264,6.107,6.35,7.4,6.575,0.0,0.0,0.0
1450,Never Cry Wolf,105.0,1983,1983,Carroll Ballard,1,Farley Mowat,Curtis Hanson,Sam Hamm,Charles Martin Smith,Brian Dennehy,Zachary Ittimangnaq,Adventure,Drama,,7.5,4,1,2,6,1,6.206,7.025,6.25,6.667,7.5,7.5,0.0,0.0,0.0
1451,Never Say Never Again,134.0,1983,1983,Irvin Kershner,1,Kevin McClory,Jack Whittingham,Ian Fleming,Sean Connery,Kim Basinger,Klaus Maria Brandauer,Action,Adventure,Thriller,6.2,7,1,22,10,3,6.077,6.186,6.418,5.92,6.233,6.2,4.0,0.0,0.0
1452,A Night in Heaven,83.0,1983,1983,John G. Avildsen,1,Joan Tewkesbury,,,Christopher Atkins,Lesley Ann Warren,Robert Logan,Drama,Romance,,4.3,14,1,1,5,1,6.459,6.15,4.3,5.98,4.3,4.3,0.0,7.0,0.0
1453,Octopussy,131.0,1983,1983,John Glen,1,George MacDonald Fraser,Richard Maibaum,Michael G. Wilson,Roger Moore,Maud Adams,Louis Jourdan,Action,Adventure,Thriller,6.5,5,2,8,2,3,6.077,6.12,6.35,5.95,5.7,6.85,4.0,0.0,0.0
1454,Of Unknown Origin,89.0,1983,1983,George P. Cosmatos,1,Chauncey G. Parker III,Brian Taggert,,Peter Weller,Jennifer Dale,Lawrence Dane,Horror,Thriller,,6.1,5,1,10,1,2,5.441,6.24,6.11,6.1,5.9,6.1,0.0,0.0,0.0
1455,The Osterman Weekend,103.0,1983,1983,Sam Peckinpah,1,Robert Ludlum,Ian Masters,Alan Sharp,Rutger Hauer,John Hurt,Craig T. Nelson,Action,Drama,Thriller,5.9,9,4,5,2,4,6.077,6.889,6.36,7.0,6.325,6.75,5.0,0.0,0.0
1456,The Outsiders,91.0,1983,1983,Francis Ford Coppola,1,Kathleen Rowell,S.E. Hinton,,C. Thomas Howell,Matt Dillon,Ralph Macchio,Crime,Drama,,7.1,15,2,6,7,4,6.499,7.28,5.817,6.729,6.275,5.4,0.0,0.0,0.0
1457,The Pirates of Penzance,112.0,1983,1983,Wilford Leach,1,W.S. Gilbert,Wilford Leach,,Kevin Kline,Angela Lansbury,Linda Ronstadt,Comedy,Musical,Romance,7.1,1,1,12,2,1,6.016,7.1,6.533,6.9,7.1,7.1,0.0,0.0,1.0
1458,Porky's II: The Next Day,98.0,1983,1983,Bob Clark,1,Roger Swaybill,Alan Ormsby,Bob Clark,Dan Monahan,Wyatt Knight,Mark Herrier,Comedy,,,5.1,10,1,2,2,1,6.016,5.16,4.95,4.95,5.1,5.1,0.0,0.0,9.0
1459,Private School,89.0,1983,1983,Noel Black,1,Dan Greenburg,Suzanne O'Malley,,Phoebe Cates,Betsy Russell,Matthew Modine,Comedy,Romance,,5.3,2,1,4,1,4,6.016,4.7,5.725,5.3,6.075,5.3,0.0,0.0,2.0
1460,Psycho II,113.0,1983,1983,Richard Franklin,1,Tom Holland,Robert Bloch,,Anthony Perkins,Vera Miles,Meg Tilly,Crime,Horror,Mystery,6.5,2,3,4,4,6,6.499,6.2,5.65,6.225,6.417,6.4,0.0,0.0,0.0
1461,"Reuben, Reuben",101.0,1983,1983,Robert Ellis Miller,1,Peter De Vries,Herman Shumlin,Julius J. Epstein,Tom Conti,Kelly McGillis,Roberts Blossom,Comedy,Drama,Romance,7.1,2,3,1,5,2,6.016,6.2,7.1,6.38,7.35,6.233,0.0,0.0,2.0
1462,Revenge of the Ninja,90.0,1983,1983,Sam Firstenberg,1,James R. Silke,Menahem Golan,,Shô Kosugi,Keith Vitali,Virgil Frye,Action,Crime,Drama,6.1,6,2,3,2,1,6.077,5.483,5.133,5.7,6.1,5.75,5.0,0.0,0.0
1463,The Right Stuff,193.0,1983,1983,Philip Kaufman,1,Philip Kaufman,Tom Wolfe,,Sam Shepard,Scott Glenn,Ed Harris,Adventure,Biography,Drama,7.8,9,2,2,5,10,6.206,7.011,6.95,6.32,6.99,7.0,0.0,0.0,0.0
1464,Risky Business,99.0,1983,1983,Paul Brickman,1,Paul Brickman,,,Tom Cruise,Rebecca De Mornay,Joe Pantoliano,Comedy,Crime,Drama,6.8,2,3,28,3,6,6.016,6.75,6.982,6.0,6.867,5.667,0.0,0.0,2.0
1465,Romantic Comedy,103.0,1983,1983,Arthur Hiller,1,Bernard Slade,,,Dudley Moore,Mary Steenburgen,Frances Sternhagen,Comedy,Romance,,5.3,18,3,11,6,1,6.016,6.133,5.445,6.1,5.3,5.667,0.0,0.0,10.0
1466,Rumble Fish,94.0,1983,1983,Francis Ford Coppola,1,S.E. Hinton,Francis Ford Coppola,,Matt Dillon,Mickey Rourke,Diane Lane,Crime,Drama,Romance,7.2,15,3,11,5,4,6.499,7.28,6.427,6.8,6.85,6.633,0.0,0.0,0.0
1467,Running Brave,106.0,1983,1983,Donald Shebib,1,Henry Bean,Shirl Hendryx,,Robby Benson,Pat Hingle,Claudia Cron,Biography,Drama,Sport,6.7,1,3,3,2,1,6.939,6.7,6.0,6.1,6.7,6.767,0.0,0.0,0.0
1468,Scarface,170.0,1983,1983,Brian De Palma,1,Oliver Stone,Howard Hawks,Ben Hecht,Al Pacino,Michelle Pfeiffer,Steven Bauer,Crime,Drama,,8.3,17,6,25,16,3,6.499,6.712,7.228,6.556,6.667,7.317,0.0,0.0,0.0
1469,Silkwood,131.0,1983,1983,Mike Nichols,1,Nora Ephron,Alice Arlen,,Meryl Streep,Kurt Russell,Cher,Biography,Drama,History,7.2,15,6,27,9,1,6.939,6.62,6.63,6.478,7.2,6.617,0.0,0.0,0.0
1470,Sleepaway Camp,84.0,1983,1983,Robert Hiltzik,1,Robert Hiltzik,,,Felissa Rose,Jonathan Tiersten,Karen Fields,Horror,,,6.3,1,1,1,1,1,5.441,6.3,6.3,6.3,6.3,6.3,0.0,0.0,0.0
1471,Smokey and the Bandit Part 3,85.0,1983,1983,Dick Lowry,1,Stuart Birnbaum,David Dashev,Robert L. Levy,Jackie Gleason,Jerry Reed,Paul Williams,Action,Comedy,Crime,3.5,1,2,3,2,1,6.077,3.5,4.567,4.45,3.5,5.05,1.0,0.0,0.0
1472,Something Wicked This Way Comes,95.0,1983,1983,Jack Clayton,1,Ray Bradbury,,,Jason Robards,Jonathan Pryce,Diane Ladd,Fantasy,Mystery,Thriller,6.8,1,2,7,3,5,5.535,6.8,6.057,6.9,5.68,5.55,0.0,0.0,0.0
1473,Space Raiders,84.0,1983,1983,Howard R. Cohen,1,Howard R. Cohen,,,Vince Edwards,David Mendenhall,Patsy Pease,Action,Adventure,Sci-Fi,4.7,2,6,1,2,1,6.077,4.0,4.7,4.75,4.7,3.983,1.0,0.0,0.0
1474,Spacehunter: Adventures in the Forbidden Zone,90.0,1983,1983,Lamont Johnson,1,Stewart Harding,Jean LaFleur,David Preston,Peter Strauss,Molly Ringwald,Ernie Hudson,Action,Adventure,Sci-Fi,5.5,7,1,1,3,2,6.077,5.914,5.5,5.333,5.8,5.5,2.0,0.0,0.0
1475,Star 80,103.0,1983,1983,Bob Fosse,1,Teresa Carpenter,Bob Fosse,,Mariel Hemingway,Eric Roberts,Cliff Robertson,Biography,Drama,,6.8,3,1,3,2,4,6.939,7.5,6.3,6.65,6.425,6.8,0.0,0.0,0.0
1476,The Star Chamber,109.0,1983,1983,Peter Hyams,1,Roderick Taylor,Peter Hyams,,Michael Douglas,Hal Holbrook,Yaphet Kotto,Crime,Drama,Mystery,6.3,14,3,22,5,3,6.499,5.893,6.605,6.06,7.1,6.333,0.0,0.0,0.0
1477,Return of the Jedi,131.0,1983,1983,Richard Marquand,1,Lawrence Kasdan,George Lucas,,Mark Hamill,Harrison Ford,Carrie Fisher,Action,Adventure,Fantasy,8.3,3,7,3,6,8,6.077,6.833,7.567,7.117,6.838,7.414,1.0,0.0,0.0
1478,Staying Alive,93.0,1983,1983,Sylvester Stallone,1,Nik Cohn,Sylvester Stallone,Norman Wexler,John Travolta,Cynthia Rhodes,Finola Hughes,Drama,Music,Romance,4.7,7,2,30,2,2,6.459,6.443,5.87,5.3,5.35,5.75,0.0,5.0,0.0
1479,Still Smokin,91.0,1983,1983,Tommy Chong,1,Tommy Chong,Cheech Marin,,Cheech Marin,Tommy Chong,Hans Man in 't Veld,Comedy,Music,,5.6,2,3,4,2,1,6.016,5.3,6.05,6.25,5.6,5.833,0.0,0.0,2.0
1480,The Sting II,101.0,1983,1983,Jeremy Kagan,1,David S. Ward,Dean Riesner,,Jackie Gleason,Mac Davis,Teri Garr,Comedy,Crime,,4.9,4,7,3,1,6,6.016,6.175,4.567,4.9,6.733,6.086,0.0,0.0,2.0
1481,Strange Brew,90.0,1983,1983,Rick Moranis,1,Rick Moranis,Dave Thomas,Steve De Jarnatt,Rick Moranis,Dave Thomas,Max von Sydow,Comedy,Crime,Sci-Fi,6.7,1,1,6,1,7,6.016,6.7,6.05,6.7,6.486,6.7,0.0,0.0,1.0
1482,Strange Invaders,94.0,1983,1983,Michael Laughlin,1,Bill Condon,Michael Laughlin,Walter Halsey Davis,Paul Le Mat,Nancy Allen,Diana Scarwid,Horror,Mystery,Sci-Fi,5.5,1,2,3,6,2,5.441,5.5,6.2,5.917,6.3,6.35,0.0,0.0,0.0
1483,Streamers,118.0,1983,1983,Robert Altman,1,David Rabe,,,Matthew Modine,Michael Wright,Mitchell Lichtenstein,Crime,Drama,War,6.5,24,2,9,2,1,6.499,6.529,6.789,7.05,6.5,6.2,0.0,0.0,0.0
1484,Stroker Ace,96.0,1983,1983,Hal Needham,1,William Neely,Robert K. Ottum,Hugh Wilson,Burt Reynolds,Ned Beatty,Jim Nabors,Action,Comedy,Romance,4.9,8,1,24,3,1,6.077,5.575,5.512,5.233,4.9,4.9,6.0,0.0,0.0
1485,Sudden Impact,117.0,1983,1983,Clint Eastwood,1,Harry Julian Fink,Rita M. Fink,Joseph Stinson,Clint Eastwood,Sondra Locke,Pat Hingle,Action,Crime,Thriller,6.6,34,6,34,7,6,6.077,6.956,6.788,6.429,6.3,6.9,11.0,0.0,0.0
1486,Superman III,125.0,1983,1983,Richard Lester,1,Jerry Siegel,Joe Shuster,David Newman,Christopher Reeve,Richard Pryor,Margot Kidder,Action,Adventure,Comedy,5.0,8,6,8,5,6,6.077,6.137,5.838,6.16,5.817,5.833,3.0,0.0,0.0
1487,The Survivors,103.0,1983,1983,Michael Ritchie,1,Michael Leeson,,,Walter Matthau,Robin Williams,Jerry Reed,Comedy,Crime,Drama,5.8,16,1,19,7,5,6.016,6.2,6.537,6.743,6.22,5.8,0.0,0.0,13.0
1488,Table for Five,122.0,1983,1983,Robert Lieberman,1,David Seltzer,,,Jon Voight,Richard Crenna,Marie-Christine Barrault,Drama,Romance,,6.1,4,6,8,8,1,6.459,6.025,5.662,5.837,6.1,6.417,0.0,1.0,0.0
1489,Tender Mercies,92.0,1983,1983,Bruce Beresford,1,Horton Foote,,,Robert Duvall,Tess Harper,Betty Buckley,Drama,Music,,7.4,11,2,9,3,1,6.459,6.418,6.767,6.333,7.4,7.45,0.0,7.0,0.0
1490,Terms of Endearment,132.0,1983,1983,James L. Brooks,1,Larry McMurtry,James L. Brooks,,Shirley MacLaine,Debra Winger,Jack Nicholson,Comedy,Drama,,7.4,6,6,12,9,2,6.016,6.617,6.225,6.489,7.95,6.4,0.0,0.0,6.0
1491,Testament,90.0,1983,1983,Lynne Littman,0,Carol Amen,John Sacret Young,,Jane Alexander,William Devane,Rossie Harris,Drama,Sci-Fi,,7.0,1,1,1,2,1,6.459,7.0,7.0,6.05,7.0,7.0,0.0,1.0,0.0
1492,Tough Enough,106.0,1983,1983,Richard Fleischer,1,John Leone,,,Dennis Quaid,Carlene Watkins,Stan Shaw,Action,Drama,Romance,5.5,15,2,20,1,1,6.077,6.12,6.215,5.5,5.5,5.25,8.0,0.0,0.0
1493,Trading Places,116.0,1983,1983,John Landis,1,Timothy Harris,Herschel Weingrod,,Eddie Murphy,Dan Aykroyd,Ralph Bellamy,Comedy,,,7.5,11,1,25,10,2,6.016,6.273,5.772,6.25,6.35,7.5,0.0,0.0,6.0
1494,Trenchcoat,91.0,1983,1983,Michael Tuchner,1,Jeffrey Price,Peter S. Seaman,,Margot Kidder,Robert Hays,David Suchet,Comedy,Mystery,Thriller,5.3,1,3,2,3,2,6.016,5.3,5.55,4.767,5.4,5.967,0.0,0.0,1.0
1495,Twilight Zone: The Movie,101.0,1983,1983,Joe Dante,1,John Landis,George Clayton Johnson,Richard Matheson,Dan Aykroyd,Albert Brooks,Vic Morrow,Horror,Sci-Fi,,6.5,9,3,10,6,3,5.441,6.633,5.58,6.833,6.5,6.3,0.0,0.0,0.0
1496,Uncommon Valor,105.0,1983,1983,Ted Kotcheff,1,Joe Gayton,Wings Hauser,,Gene Hackman,Patrick Swayze,Robert Stack,Action,Drama,Thriller,6.4,10,2,24,2,1,6.077,6.58,6.621,6.5,6.4,5.85,2.0,0.0,0.0
1497,Under Fire,128.0,1983,1983,Roger Spottiswoode,1,Ron Shelton,Clayton Frohman,,Nick Nolte,Ed Harris,Gene Hackman,Drama,War,,7.0,8,7,19,12,8,6.459,6.075,6.395,6.95,6.525,6.157,0.0,2.0,0.0
1498,Valley Girl,99.0,1983,1983,Martha Coolidge,0,Andrew Lane,Wayne Crawford,,Nicolas Cage,Deborah Foreman,Elizabeth Daily,Comedy,Romance,,6.4,9,1,38,3,2,6.016,5.856,6.226,6.067,6.5,6.4,0.0,0.0,7.0
1499,Videodrome,87.0,1983,1983,David Cronenberg,1,David Cronenberg,,,James Woods,Debbie Harry,Sonja Smits,Horror,Sci-Fi,Thriller,7.2,12,5,9,2,1,5.441,6.892,6.589,6.75,7.2,6.54,0.0,0.0,0.0
1500,WarGames,114.0,1983,1983,John Badham,1,Lawrence Lasker,Walter F. Parkes,Walon Green,Matthew Broderick,Ally Sheedy,John Wood,Action,Drama,Sci-Fi,7.1,12,1,13,4,4,6.077,6.383,6.246,5.875,5.675,7.1,7.0,0.0,0.0
1501,Wavelength,87.0,1983,1983,Mike Gray,1,Mike Gray,,,Robert Carradine,Cherie Currie,Keenan Wynn,Sci-Fi,Thriller,,5.7,1,2,4,2,3,5.162,5.7,5.55,5.9,6.167,6.55,0.0,0.0,0.0
1502,Winnie the Pooh and a Day for Eeyore,1.0,1983,1983,Rick Reinert,1,A.A. Milne,Peter Young,Steve Hulett,Hal Smith,Ralph Wright,Laurie Main,Animation,Short,Comedy,7.4,1,3,1,1,1,6.623,7.4,7.4,7.4,7.4,7.433,0.0,0.0,0.0
1503,Yentl,133.0,1983,1983,Barbra Streisand,0,Jack Rosenthal,Barbra Streisand,Isaac Bashevis Singer,Barbra Streisand,Amy Irving,Mandy Patinkin,Drama,Musical,Romance,6.6,3,1,12,3,1,6.459,6.667,6.542,6.3,6.6,6.6,0.0,2.0,0.0
1504,Zelig,79.0,1983,1983,Woody Allen,1,Woody Allen,,,Woody Allen,Mia Farrow,Patrick Horgan,Comedy,,,7.7,39,38,23,9,1,6.016,7.054,6.917,6.967,7.7,7.092,0.0,0.0,35.0
1505,2010,116.0,1984,1984,Peter Hyams,1,Arthur C. Clarke,Peter Hyams,,Roy Scheider,John Lithgow,Helen Mirren,Adventure,Mystery,Sci-Fi,6.8,14,1,12,7,3,6.206,5.893,6.55,6.443,6.0,6.8,0.0,0.0,0.0
1506,The Adventures of Buckaroo Banzai,103.0,1984,1984,W.D. Richter,1,Earl Mac Rauch,,,Peter Weller,John Lithgow,Ellen Barkin,Adventure,Comedy,Sci-Fi,6.4,1,2,10,7,6,6.206,6.4,6.11,6.443,6.217,6.5,0.0,0.0,0.0
1507,Against All Odds,128.0,1984,1984,Taylor Hackford,1,Eric Hughes,Daniel Mainwaring,,Rachel Ward,Jeff Bridges,James Woods,Action,Adventure,Crime,5.9,10,1,1,11,5,6.077,6.57,5.9,6.518,6.24,5.9,3.0,0.0,0.0
1508,All of Me,93.0,1984,1984,Carl Reiner,1,Edwin Davis,Henry Olek,Phil Alden Robinson,Steve Martin,Lily Tomlin,Victoria Tennant,Comedy,Fantasy,Romance,6.7,12,1,24,3,3,6.016,6.367,6.338,6.667,6.3,6.7,0.0,0.0,12.0
1509,Alley Cat,82.0,1984,1984,Victor M. Ordonez,1,Robert E. Waters,,,Karin Mani,Robert Torti,Britt Helfer,Action,,,5.4,1,1,1,1,1,6.077,5.4,5.4,5.4,5.4,5.4,1.0,0.0,0.0
1510,Amadeus,160.0,1984,1984,Milos Forman,1,Peter Shaffer,Zdenek Mahler,,F. Murray Abraham,Tom Hulce,Elizabeth Berridge,Biography,Drama,Music,8.3,8,2,2,1,1,6.939,7.425,7.4,8.3,8.3,7.75,0.0,0.0,0.0
1511,The Ambassador,97.0,1984,1984,J. Lee Thompson,1,Ronald M. Cohen,Max Jack,Elmore Leonard,Robert Mitchum,Ellen Burstyn,Rock Hudson,Action,Drama,Thriller,5.4,15,2,7,9,2,6.077,5.733,6.4,6.556,5.8,6.1,12.0,0.0,0.0
1512,Bachelor Party,105.0,1984,1984,Neal Israel,1,Bob Israel,Neal Israel,Pat Proft,Tom Hanks,Tawny Kitaen,Adrian Zmed,Comedy,,,6.3,4,1,43,2,1,6.016,5.375,7.002,6.0,6.3,6.3,0.0,0.0,4.0
1513,Bad Manners,85.0,1984,1984,Robert Houston,1,Robert Houston,Joseph Kwong,,Pamela Adlon,Georg Olden,Michael Hentz,Comedy,,,5.8,1,1,2,1,1,6.016,5.8,5.7,5.8,5.8,5.8,0.0,0.0,1.0
1514,Beat Street,105.0,1984,1984,Stan Lathan,1,Steven Hager,Andrew Davis,David Gilbert,Rae Dawn Chong,Guy Davis,Jon Chardiet,Drama,Music,,6.5,1,1,2,1,1,6.459,6.5,5.95,6.5,6.5,6.5,0.0,1.0,0.0
