,name,year,idbm_year,length,director_1,gender_director,writer_1,writer_2,writer_3,star_1,star_2,star_3,genre_1,genre_2,genre_3,rating
2916,Braddock: Missing in Action III,1988,1988,1h 43m,Aaron Norris,1,Arthur Silver,Larry Levinson,Steve Bing,Chuck Norris,Aki Aleong,Roland Harrah III,Action,War,,4.9
2917,Brain Damage,1988,1988,1h 24m,Frank Henenlotter,1,Frank Henenlotter,,,Rick Hearst,Gordon MacDonald,Jennifer Lowry,Comedy,Drama,Horror,6.6
2918,Bravestarr: The Legend,1988,1988,1h 31m,Tom Tataranowicz,1,Bob Forward,Steve Hayes,,Charlie Adler,Susan Blu,Pat Fraley,Animation,Action,Adventure,6.9
2919,"Bright Lights, Big City",1988,1988,1h 47m,James Bridges,1,Jay McInerney,,,Michael J. Fox,Kiefer Sutherland,Phoebe Cates,Drama,,,5.7
2920,Bull Durham,1988,1988,1h 48m,Ron Shelton,1,Ron Shelton,,,Kevin Costner,Susan Sarandon,Tim Robbins,Comedy,Romance,Sport,7.1
2921,Bulletproof,1988,2019,1h 50m,Joel Souza,1,Joel Souza,,,Thomas Jane,Luke Kleintank,Josh Hopkins,Crime,Drama,,6.5
2922,C.H.U.D. II: Bud the C.H.U.D.,1988,1989,1h 24m,David Irving,1,Ed Naha,,,Brian Robbins,Bill Calvert,Tricia Leigh Fisher,Comedy,Horror,Sci-Fi,4.1
2923,Caddyshack II,1988,1988,1h 38m,Allan Arkush,1,Brian Doyle-Murray,Harold Ramis,Douglas Kenney,Jackie Mason,Robert Stack,Dyan Cannon,Comedy,Sport,,3.8
2924,Call Me,1988,1988,1h 36m,Sollace Mitchell,1,Karyn Kay,Sollace Mitchell,,Patricia Charbonneau,Stephen McHattie,Boyd Gaines,Drama,Thriller,,5.2
2925,Casual Sex?,1988,1988,1h 37m,Geneviève Robert,1,Wendy Goldman,Judy Toll,,Lea Thompson,Victoria Jackson,Stephen Shellen,Comedy,,,5.1
2926,Catacombs,1988,2007,1h 32m,Tomm Coker,1,Tomm Coker,David Elliot,,Shannyn Sossamon,Pink,Emil Hostina,Horror,Thriller,,4.6
2927,Cellar Dweller,1988,1987,1h 17m,John Carl Buechler,1,Don Mancini,,,Yvonne De Carlo,Debrah Farentino,Brian Robbins,Fantasy,Horror,,5.1
2928,Cherry 2000,1988,1987,1h 39m,Steve De Jarnatt,1,Lloyd Fonvielle,Michael Almereyda,,Melanie Griffith,David Andrews,Pamela Gidley,Action,Adventure,Comedy,5.6
2929,Child's Play,1988,,TV-MATV-MA,,1,,,,,,,Horror,Thriller,,7.4
2930,The Chocolate War,1988,1988,1h 40m,Keith Gordon,1,Robert Cormier,Keith Gordon,,John Glover,Ilan Mitchell-Smith,Wallace Langham,Drama,,,6.7
2931,Christmas in Tattertown,1988,,29m,Ralph Bakshi,1,Ralph Bakshi,Tom Minton,Jim Reardon,Charlie Adler,Jennifer Darling,Adrian Arnold,Animation,Adventure,Comedy,6.1
2932,Clara's Heart,1988,1988,1h 30m,Robert Mulligan,1,Joseph Olshan,Mark Medoff,,Whoopi Goldberg,Michael Ontkean,Kathleen Quinlan,Drama,,,6.2
2933,Clean and Sober,1988,1988,2h 4m,Glenn Gordon Caron,1,Tod Carroll,,,Michael Keaton,Kathy Baker,Morgan Freeman,Drama,,,6.7
2934,Clownhouse,1988,1989,1h 21m,Victor Salva,1,Victor Salva,,,Nathan Forrest Winters,Brian McHugh,Sam Rockwell,Horror,,,5.5
2935,Cocktail,1988,1988,1h 44m,Roger Donaldson,1,Heywood Gould,,,Tom Cruise,Bryan Brown,Elisabeth Shue,Comedy,Drama,Romance,5.9
2936,Cocoon: The Return,1988,1988,1h 56m,Daniel Petrie,1,David Saperstein,Stephen McPherson,Elizabeth Bradley,Don Ameche,Wilford Brimley,Courteney Cox,Adventure,Comedy,Mystery,5.4
2937,Colors,1988,1988,2h,Dennis Hopper,1,Michael Schiffer,Richard Di Lello,,Sean Penn,Robert Duvall,Maria Conchita Alonso,Action,Crime,Drama,6.7
2938,Comic Book Confidential,1988,1988,1h 30m,Ron Mann,1,Charles Lippincott,Ron Mann,,Lynda Barry,Charles Burns,Sue Coe,Documentary,History,,7.0
2939,Coming to America,1988,1988,1h 57m,John Landis,1,Eddie Murphy,David Sheffield,Barry W. Blaustein,Eddie Murphy,Paul Bates,Garcelle Beauvais,Comedy,Romance,,7.1
2940,Cop,1988,1988,1h 50m,James B. Harris,1,James Ellroy,James B. Harris,,James Woods,Lesley Ann Warren,Charles Durning,Crime,Drama,Mystery,6.4
2941,The Couch Trip,1988,1988,1h 37m,Michael Ritchie,1,Ken Kolb,Steven Kampmann,William Porter,Dan Aykroyd,Walter Matthau,Charles Grodin,Comedy,,,5.8
2942,Crash Course,1988,,TV-PGTV-PG,Oz Scott,1,William A. Schwartz,,,Jackée Harry,Brian Bloom,Harvey Korman,Comedy,,,5.4
2943,Crossing Delancey,1988,1988,1h 37m,Joan Micklin Silver,0,Susan Sandler,,,Amy Irving,Peter Riegert,Reizl Bozyk,Comedy,Romance,,6.9
2944,A Cry in the Dark,1988,1988,2h,Fred Schepisi,1,John Bryson,Robert Caswell,Fred Schepisi,Meryl Streep,Sam Neill,Dale Reeves,Biography,Drama,,6.9
2945,D.O.A.,1988,1949,1h 23m,Rudolph Maté,1,Russell Rouse,Clarence Greene,,Edmond O'Brien,Pamela Britton,Luther Adler,Drama,Film-Noir,Mystery,7.3
2946,Da,1988,,,,1,,,,,,,,,,
2947,Daffy Duck's Quackbusters,1988,1988,1h 18m,Greg Ford,1,Greg Ford,Terry Lennon,John W. Dunn,Mel Blanc,Mel Tormé,Roy Firestone,Animation,Action,Adventure,7.1
2948,Dakota,1988,,,,1,,,,,,,,,,
2949,Dance 'Til Dawn,1988,,UnratedUnrated,Paul Schneider,1,Andrew Guerdat,Steve Kreinberg,,Christina Applegate,Tempestt Bledsoe,Brian Bloom,Comedy,,,7.0
2950,Dangerous Curves,1988,1988,1h 33m,David Lewis,1,Paul Brown,Michael Dugan,Michael Zand,Tate Donovan,Grant Heslov,Danielle von Zerneck,Comedy,,,3.7
2951,Dangerous Liaisons,1988,1988,1h 59m,Stephen Frears,1,Christopher Hampton,Choderlos de Laclos,,Glenn Close,John Malkovich,Michelle Pfeiffer,Drama,Romance,,7.6
2952,Dead Heat,1988,1988,1h 26m,Mark Goldblatt,1,Terry Black,,,Treat Williams,Joe Piscopo,Lindsay Frost,Action,Comedy,Horror,6.0
2953,The Dead Next Door,1988,1989,1h 18m,J.R. Bookwalter,1,J.R. Bookwalter,,,Pete Ferry,Bogdan Pecic,Michael Grossi,Horror,,,5.1
2954,The Dead Pool,1988,1988,1h 31m,Buddy Van Horn,1,Harry Julian Fink,Rita M. Fink,Steve Sharon,Clint Eastwood,Liam Neeson,Patricia Clarkson,Action,Crime,Mystery,6.3
2955,Dead Ringers,1988,1988,1h 56m,David Cronenberg,1,David Cronenberg,Norman Snider,Bari Wood,Jeremy Irons,Geneviève Bujold,Heidi von Palleske,Drama,Horror,Thriller,7.3
2956,Dead Solid Perfect,1988,,1h 33m,Bobby Roth,1,Dan Jenkins,Bobby Roth,,Randy Quaid,Kathryn Harrold,Jack Warden,Drama,Sport,,6.7
2957,Deadly Dreams,1988,1988,1h 19m,Kristine Peterson,0,Thom Babbes,,,Mitchell Anderson,Juliette Cummins,Xander Berkeley,Horror,Thriller,,4.8
2958,Death Faces,1988,,1h 27m,Countess Victoria Bloodhart,1,S. Sebastian Shock,,,Bizarro Blackstone,Damian B. Gravenhorse,Clyde Barrow,Documentary,Horror,,3.5
2959,The Decline of Western Civilization II,1988,1981,1h 40m,,1,,,,,,,Documentary,History,Music,7.6
2960,Destroyer,1988,2018,2h 1m,Karyn Kusama,0,Phil Hay,Matt Manfredi,,Nicole Kidman,Toby Kebbell,Tatiana Maslany,Action,Crime,Drama,6.2
2961,Die Hard,1988,1988,2h 12m,John McTiernan,1,Roderick Thorp,Jeb Stuart,Steven E. de Souza,Bruce Willis,Alan Rickman,Bonnie Bedelia,Action,Thriller,,8.2
2962,Dirty Rotten Scoundrels,1988,2019,1h 33m,Chris Addison,1,Stanley Shapiro,Paul Henning,Dale Launer,Anne Hathaway,Rebel Wilson,Alex Sharp,Comedy,Crime,,5.5
2963,Distant Thunder,1988,1988,1h 54m,Rick Rosenthal,1,Robert Stitzel,Deedee Wehle,,John Lithgow,Ralph Macchio,Kerrie Keane,Drama,,,5.8
2964,Dominick and Eugene,1988,1988,1h 51m,Robert M. Young,1,Corey Blechman,Danny Porfirio,Alvin Sargent,Tom Hulce,Ray Liotta,Jamie Lee Curtis,Drama,,,7.0
2965,The Drifter,1988,1988,1h 29m,Larry Brand,1,Larry Brand,,,Kim Delaney,Timothy Bottoms,Al Shannon,Thriller,,,4.8
2966,Earth Girls Are Easy,1988,1988,1h 40m,Julien Temple,1,Julie Brown,Charlie Coffey,Terrence E. McNally,Geena Davis,Jeff Goldblum,Jim Carrey,Comedy,Musical,Romance,5.4
2967,Eight Men Out,1988,1988,1h 59m,John Sayles,1,Eliot Asinof,John Sayles,,John Cusack,Clifton James,Jace Alexander,Drama,History,Sport,7.2
2968,"Elvira, Mistress of the Dark",1988,,,,1,,,,,,,Comedy,News,,
2969,Elvis and Me,1988,,4h,Larry Peerce,1,Priscilla Presley,Sandra Harmon,Joyce Eliason,Susan Walters,Dale Midkiff,Linda Miller,Biography,Drama,Music,7.0
2970,Ernest Saves Christmas,1988,1988,1h 35m,John R. Cherry III,1,Ed Turner,B. Kline,,Jim Varney,Douglas Seale,Oliver Clark,Comedy,Family,Fantasy,5.7
2971,Everybody's All-American,1988,1988,2h 7m,Taylor Hackford,1,Frank Deford,Thomas Rickman,,Jessica Lange,Dennis Quaid,Timothy Hutton,Drama,Romance,Sport,6.2
2972,Far North,1988,2007,1h 29m,Asif Kapadia,1,Asif Kapadia,Sara Maitland,Tim Miller,Michelle Yeoh,Michelle Krusiec,Sean Bean,Crime,Drama,Romance,6.1
2973,Feds,1988,1988,1h 22m,Daniel Goldberg,1,Len Blum,Daniel Goldberg,,Rebecca De Mornay,Mary Gross,Ken Marshall,Comedy,Crime,,5.5
2974,A Fish Called Wanda,1988,1988,1h 48m,Charles Crichton,1,John Cleese,Charles Crichton,,John Cleese,Jamie Lee Curtis,Kevin Kline,Comedy,Crime,,7.5
2975,Flesheater,1988,1988,1h 28m,S. William Hinzman,1,S. William Hinzman,Bill Randolph,,S. William Hinzman,John Mowod,Leslie Ann Wick,Horror,,,4.8
2976,For Keeps?,1988,1988,1h 30m,John G. Avildsen,1,Tim Kazurinsky,Denise DeClue,,Molly Ringwald,Randall Batinkoff,Kenneth Mars,Comedy,Drama,Romance,6.0
2977,Frantic,1988,1988,2h,Roman Polanski,1,Roman Polanski,Gérard Brach,Robert Towne,Harrison Ford,Betty Buckley,Emmanuelle Seigner,Crime,Drama,Mystery,6.9
2978,Fresh Horses,1988,1988,1h 45m,David Anspaugh,1,Larry Ketron,,,Molly Ringwald,Andrew McCarthy,Patti D'Arbanville,Drama,,,5.1
2979,Friday the 13th Part VII: The New Blood,1988,1988,1h 28m,John Carl Buechler,1,Daryl Haney,Manuel Fidello,Sean S. Cunningham,Terry Kiser,Jennifer Banko,John Otrin,Horror,Thriller,,5.3
2980,Full Moon in Blue Water,1988,1988,1h 35m,Peter Masterson,1,Bill Bozzone,,,Gene Hackman,Teri Garr,Burgess Meredith,Comedy,Drama,Romance,5.7
2981,Fun Down There,1988,1989,,Roger Stigliano,1,Roger Stigliano,Michael Waite,,Yvonne Fisher,Martin Goldin,Nickolas B. Nagourney,Comedy,Drama,Romance,4.6
2982,Funny Farm,1988,1988,1h 41m,George Roy Hill,1,Jay Cronley,Jeffrey Boam,,Chevy Chase,Madolyn Smith Osborne,Kevin O'Morrison,Comedy,,,6.2
2983,Garfield: His 9 Lives,1988,,Not RatedNot Rated,Phil Roman,1,Jim Davis,David Kuhn,Jim Clements,Lorenzo Music,Thom Huge,Gregg Berger,Animation,Adventure,Comedy,7.9
2984,'Gator Bait II: Cajun Justice,1988,,RR,Beverly Sebastian,1,Beverly Sebastian,Ferd Sebastian,,Jan Sebastian,Tray Loren,Paul Muzzcat,Action,,,4.3
2985,The Good Mother,1988,1988,1h 44m,Leonard Nimoy,1,Michael Bortman,Sue Miller,,Diane Keaton,Liam Neeson,Jason Robards,Drama,Romance,,5.7
2986,"The Good, the Bad, and Huckleberry Hound",1988,,Not RatedNot Rated,Bob Goe,1,John Ludin,Tom Ruegger,,Charlie Adler,Michael Bell,Daws Butler,Animation,Adventure,Comedy,6.8
2987,Gorillas in the Mist,1988,1988,2h 9m,Michael Apted,1,Harold T.P. Hayes,Dian Fossey,Anna Hamilton Phelan,Sigourney Weaver,Bryan Brown,Julie Harris,Biography,Drama,,7.0
2988,Gotham,1988,,TV-14TV-14,,1,,,,,,,Action,Crime,Drama,7.8
2989,Grave of the Fireflies,1988,1988,1h 29m,Isao Takahata,1,Akiyuki Nosaka,Isao Takahata,,Tsutomu Tatsumi,Ayano Shiraishi,Akemi Yamaguchi,Animation,Drama,War,8.5
2990,The Great Escape II: The Untold Story,1988,,RR,Jud Taylor,1,Walter Halsey Davis,,,Christopher Reeve,Judd Hirsch,Tony Denison,Action,Adventure,Drama,5.5
2991,The Great Outdoors,1988,1988,1h 31m,Howard Deutch,1,John Hughes,,,Dan Aykroyd,John Candy,Stephanie Faracy,Comedy,,,6.7
2992,Hairspray,1988,2007,1h 57m,Adam Shankman,1,Leslie Dixon,John Waters,Mark O'Donnell,John Travolta,Queen Latifah,Nikki Blonsky,Comedy,Drama,Musical,6.7
2993,Halloween 4: The Return of Michael Myers,1988,1988,1h 28m,Dwight H. Little,1,Dhani Lipsius,Larry Rattner,Benjamin Ruffner,Donald Pleasence,Ellie Cornell,Danielle Harris,Horror,Thriller,,5.8
2994,Hanna's War,1988,1988,2h 28m,Menahem Golan,1,Menahem Golan,Stanley Mann,,Ellen Burstyn,Maruschka Detmers,Anthony Andrews,Biography,Drama,War,6.2
2995,Heart of Midnight,1988,1988,1h 33m,Matthew Chapman,1,Matthew Chapman,,,Jennifer Jason Leigh,Brenda Vaccaro,Jack Hallett,Drama,Horror,Thriller,5.3
2996,Heartbreak Hotel,1988,1988,1h 37m,Chris Columbus,1,Chris Columbus,,,David Keith,Tuesday Weld,Charlie Schlatter,Comedy,Musical,Romance,5.7
2997,Heathers,1988,1988,1h 43m,Michael Lehmann,1,Daniel Waters,,,Winona Ryder,Christian Slater,Shannen Doherty,Comedy,Crime,,7.2
2998,Hellbound: Hellraiser II,1988,1992,1h 37m,Anthony Hickox,1,Peter Atkins,Tony Randel,Clive Barker,Terry Farrell,Doug Bradley,Kevin Bernhardt,Horror,,,5.5
2999,Hero and the Terror,1988,1988,1h 36m,William Tannen,1,Michael Blodgett,Dennis Shryack,,Chuck Norris,Brynn Thayer,Steve James,Action,Crime,Drama,5.3
3000,High Spirits,1988,1988,1h 39m,Neil Jordan,1,Neil Jordan,,,Peter O'Toole,Daryl Hannah,Steve Guttenberg,Comedy,Fantasy,,5.8
3001,Hobgoblins,1988,1988,1h 28m,Rick Sloane,1,Rick Sloane,,,Tom Bartlett,Paige Sullivan,Steven Boggs,Comedy,Horror,Sci-Fi,2.3
3002,Hollywood Chainsaw Hookers,1988,1988,1h 15m,Fred Olen Ray,1,Fred Olen Ray,T.L. Lankford,,Gunnar Hansen,Linnea Quigley,John Henry Richardson,Comedy,Horror,,5.3
3003,Homeboy,1988,1988,1h 56m,Michael Seresin,1,Mickey Rourke,,,Mickey Rourke,Christopher Walken,Debra Feuer,Crime,Drama,Romance,5.8
3004,Hot to Trot,1988,1969,1h 48m,Lucio Fulci,1,Roberto Gianviti,Lucio Fulci,José Luis Martínez Mollá,Jean Sorel,Marisa Mell,Elsa Martinelli,Mystery,Thriller,,6.7
3005,The House on Carroll Street,1988,1987,1h 41m,Peter Yates,1,Walter Bernstein,,,Kelly McGillis,Jeff Daniels,Mandy Patinkin,Thriller,,,6.1
3006,Howling IV: The Original Nightmare,1988,,RR,John Hough,1,Gary Brandner,Clive Turner,Freddie Rowe,Romy Walthall,Michael T. Weiss,Antony Hamilton,Horror,,,3.5
3007,I'm Gonna Git You Sucka,1988,1988,1h 28m,Keenen Ivory Wayans,1,Keenen Ivory Wayans,,,Keenen Ivory Wayans,Bernie Casey,Antonio Fargas,Action,Comedy,Crime,6.6
3008,Ika Hands,1988,1988,,,1,,,,,,,Documentary,,,7.4
3009,Illegally Yours,1988,1988,1h 42m,Peter Bogdanovich,1,Michael Kaplan,John Levenstein,Ken Finkleman,Rob Lowe,Colleen Camp,Kenneth Mars,Comedy,Crime,,4.3
3010,The Incredible Hulk Returns,1988,,Not RatedNot Rated,Nicholas Corea,1,Stan Lee,Nicholas Corea,,Bill Bixby,Lou Ferrigno,Jack Colvin,Action,Adventure,Drama,5.8
3011,The In Crowd,1988,2000,1h 45m,Mary Lambert,0,Mark Gibson,Philip Halprin,,Lori Heuring,Susan Ward,Matthew Settle,Drama,Mystery,Thriller,4.7
3012,Iron Eagle II,1988,1988,1h 45m,Sidney J. Furie,1,Kevin Alyn Elders,Sidney J. Furie,,Louis Gossett Jr.,Mark Humphrey,Stuart Margolin,Action,Drama,Romance,3.8
3013,It Came from Somewhere Else,1988,1988,,Howard Hassler,1,Patrick V. Johnson,,,William Vanarsdale,Don Aldrich,Robert Buckley,Comedy,Sci-Fi,,5.2
3014,Jack's Back,1988,1988,1h 37m,Rowdy Herrington,1,Rowdy Herrington,,,James Spader,Cynthia Gibb,Jim Haynie,Crime,Horror,Mystery,5.9
3015,Johnny Be Good,1988,1988,1h 31m,Bud S. Smith,1,Steve Zacharias,Jeff Buhai,David Obst,Anthony Michael Hall,Robert Downey Jr.,Paul Gleason,Comedy,Sport,,4.6
3016,Justin Case,1988,,,,1,,,,,,,,,,
3017,Kansas,1988,1988,1h 48m,David Stevens,1,Spencer Eastman,,,Matt Dillon,Andrew McCarthy,Leslie Hope,Crime,Drama,Romance,5.5
3018,Kenny,1988,,,,1,,,,,,,,,,
3019,Killer Klowns from Outer Space,1988,1988,1h 28m,Stephen Chiodo,1,Charles Chiodo,Stephen Chiodo,Edward Chiodo,Grant Cramer,Suzanne Snyder,John Allen Nelson,Comedy,Horror,Sci-Fi,6.2
3020,The Kiss,1988,1988,1h 41m,Pen Densham,1,Tom Ropelewski,Stephen Volk,,Joanna Pacula,Meredith Salenger,Mimi Kuzyk,Drama,Fantasy,Horror,5.4
3021,Lady in White,1988,1988,1h 53m,Frank LaLoggia,1,Frank LaLoggia,,,Lukas Haas,Len Cariou,Alex Rocco,Fantasy,Horror,Mystery,6.7
3022,The Land Before Time,1988,1988,1h 9m,Don Bluth,1,Stu Krieger,Judy Freudberg,Tony Geiss,Pat Hingle,Gabriel Damon,Judith Barsi,Animation,Adventure,Drama,7.4
3023,Last Rites,1988,1988,1h 43m,Donald P. Bellisario,1,Donald P. Bellisario,,,Tom Berenger,Daphne Zuniga,Chick Vennera,Action,Crime,Drama,5.1
3024,The Last Temptation of Christ,1988,1988,2h 44m,Martin Scorsese,1,Nikos Kazantzakis,Paul Schrader,,Willem Dafoe,Harvey Keitel,Barbara Hershey,Drama,,,7.5
3025,Laura Lansing Slept Here,1988,,Not RatedNot Rated,George Schaefer,1,James Prideaux,,,Katharine Hepburn,Karen Austin,Brenda Forbes,Comedy,,,6.3
3026,License to Drive,1988,1988,1h 28m,Greg Beeman,1,Neil Tolkin,,,Corey Haim,Corey Feldman,Carol Kane,Comedy,,,6.3
3027,Light Years,1988,,TV-PGTV-PG,,1,,,,,,,Drama,,,7.5
3028,Little Nikita,1988,1988,1h 38m,Richard Benjamin,1,John Hill,Bo Goldman,Tom Musca,Sidney Poitier,River Phoenix,Richard Jenkins,Drama,Thriller,,6.0
3029,Mac and Me,1988,1988,1h 39m,Stewart Raffill,1,Stewart Raffill,Steve Feke,,Christine Ebersole,Jonathan Ward,Tina Caspary,Adventure,Comedy,Family,3.4
3030,Macho Dancer,1988,1988,2h 16m,Lino Brocka,1,Amado Lacuesta,Ricardo Lee,,Jaclyn Jose,Daniel Fernando,Princess Punzalan,Drama,,,6.3
3031,Madame Sousatzka,1988,1988,2h 2m,John Schlesinger,1,Bernice Rubens,Ruth Prawer Jhabvala,John Schlesinger,Shirley MacLaine,Navin Chowdhry,Peggy Ashcroft,Drama,Music,,6.7
3032,A Man for All Seasons,1988,1966,2h,Fred Zinnemann,1,Robert Bolt,,,Paul Scofield,Wendy Hiller,Robert Shaw,Biography,Drama,History,7.7
3033,The Man from Snowy River II,1988,1988,1h 50m,Geoff Burrowes,1,John Dixon,Geoff Burrowes,A.B. 'Banjo' Paterson,Tom Burlinson,Sigrid Thornton,Brian Dennehy,Adventure,Drama,Western,6.6
3034,Maniac Cop,1988,1988,1h 25m,William Lustig,1,Larry Cohen,,,Tom Atkins,Bruce Campbell,Laurene Landon,Action,Crime,Horror,6.1
3035,Married to the Mob,1988,1988,1h 44m,Jonathan Demme,1,Barry Strugatz,Mark R. Burns,,Michelle Pfeiffer,Alec Baldwin,Paul Lazar,Comedy,Crime,Romance,6.2
3036,Masquerade,1988,2021,,Shane Dax Taylor,1,Shane Dax Taylor,,,Bella Thorne,Alyvia Alyn Lind,Skyler Samuels,Horror,Thriller,,3.8
3037,Memories of Me,1988,1988,1h 45m,Henry Winkler,1,Eric Roth,Billy Crystal,,Billy Crystal,Alan King,JoBeth Williams,Comedy,Drama,,5.7
3038,Messenger of Death,1988,1988,1h 31m,J. Lee Thompson,1,Rex Burns,Paul Jarrico,,Charles Bronson,Trish Van Devere,Laurence Luckinbill,Action,Crime,Mystery,5.5
3039,Mickey's 60th Birthday,1988,,48m,Scott Garen,1,Joie Albrecht,Scott Garen,,John Ritter,Jill Eikenberry,Cheech Marin,Animation,Comedy,Family,7.0
3040,Midnight Run,1988,1988,2h 6m,Martin Brest,1,George Gallo,,,Robert De Niro,Charles Grodin,Yaphet Kotto,Action,Comedy,Crime,7.5
3041,The Milagro Beanfield War,1988,1988,1h 57m,Robert Redford,1,John Nichols,David S. Ward,,Rubén Blades,Richard Bradford,Sônia Braga,Comedy,Drama,Fantasy,6.9
3042,Miles from Home,1988,1988,1h 48m,Gary Sinise,1,Chris Gerolmo,,,Richard Gere,Penelope Ann Miller,Brian Dennehy,Action,Crime,Drama,5.7
3043,Miracle Mile,1988,1988,1h 27m,Steve De Jarnatt,1,Steve De Jarnatt,,,Anthony Edwards,Mare Winningham,John Agar,Action,Drama,Romance,7.0
3044,Missile,1988,1988,,,1,,,,,,,Documentary,,,7.1
3045,Mississippi Burning,1988,1988,2h 8m,Alan Parker,1,Chris Gerolmo,,,Gene Hackman,Willem Dafoe,Frances McDormand,Crime,Drama,History,7.8
3046,The Moderns,1988,1988,2h 6m,Alan Rudolph,1,Alan Rudolph,Jon Bradshaw,,Keith Carradine,Linda Fiorentino,Wallace Shawn,Comedy,Drama,Romance,6.6
3047,Monkey Shines,1988,1988,1h 53m,George A. Romero,1,Michael Stewart,George A. Romero,,Jason Beghe,John Pankow,Kate McNeil,Drama,Horror,Sci-Fi,6.2
3048,Moon Over Parador,1988,1988,1h 43m,Paul Mazursky,1,Charles G. Booth,Leon Capetanos,Paul Mazursky,Richard Dreyfuss,Raul Julia,Sônia Braga,Comedy,Romance,,6.0
3049,Moonwalker,1988,2021,,Rodrigo Guardiola,1,Gabriel Nuncio,Alo Valenzuela,,Gabriel Nuncio,Cassandra Ciangherotti,Adriana Paz,Comedy,Drama,,5.4
3050,Moving,1988,1988,1h 29m,Alan Metter,1,Andy Breckman,,,Richard Pryor,Beverly Todd,Stacey Dash,Comedy,,,6.2
3051,Mr. North,1988,1988,1h 33m,Danny Huston,1,Thornton Wilder,Janet Roach,John Huston,Anthony Edwards,Robert Mitchum,Lauren Bacall,Comedy,Drama,,5.9
3052,The Murder of Mary Phagan,1988,,PGPG,,1,,,,,,,Crime,Drama,History,7.4
3053,My Best Friend Is a Vampire,1988,1987,1h 29m,Jimmy Huston,1,Tab Murphy,,,Robert Sean Leonard,Evan Mirand,LeeAnne Locken,Comedy,Horror,Romance,6.1
3054,My Stepmother Is an Alien,1988,1988,1h 45m,Richard Benjamin,1,Jerico Stone,Herschel Weingrod,Timothy Harris,Dan Aykroyd,Kim Basinger,Jon Lovitz,Comedy,Sci-Fi,,5.4
3055,Mystic Pizza,1988,1988,1h 44m,Donald Petrie,1,Amy Holden Jones,Perry Howze,Randy Howze,Annabeth Gish,Julia Roberts,Lili Taylor,Comedy,Drama,Romance,6.3
3056,The Naked Gun: From the Files of Police Squad!,1988,1988,1h 25m,David Zucker,1,Jerry Zucker,Jim Abrahams,David Zucker,Leslie Nielsen,Priscilla Presley,O.J. Simpson,Comedy,Crime,,7.6
3057,Necromancer,1988,1988,1h 28m,Dusty Nelson,1,William T. Naud,,,Elizabeth Kaitan,John Tyler,Rhonda Dorton,Horror,,,4.3
3058,Negatives,1988,1968,1h 38m,Peter Medak,1,Peter Everett,Roger Lowry,,Peter McEnery,Diane Cilento,Glenda Jackson,Drama,,,5.8
3059,The New Adventures of Pippi Longstocking,1988,1988,1h 44m,Ken Annakin,1,Astrid Lindgren,Ken Annakin,,Tami Erin,David Seaman,Cory Crow,Adventure,Family,Fantasy,5.9
3060,A New Life,1988,,1h 36m,Jean-Marc Brondolo,1,Jean-Marc Brondolo,Emmanuel Mauro,Pierre Javaux,Émilie Dequenne,Frédéric Pierrot,Marilyne Canto,Comedy,Drama,,6.7
3061,The Night Before,1988,2015,1h 41m,Jonathan Levine,1,Jonathan Levine,Kyle Hunter,Ariel Shaffir,Joseph Gordon-Levitt,Seth Rogen,Jillian Bell,Comedy,Fantasy,,6.4
3062,A Night in the Life of Jimmy Reardon,1988,1988,1h 30m,William Richert,1,William Richert,,,River Phoenix,Ann Magnuson,Meredith Salenger,Comedy,Drama,Romance,5.5
3063,Nightmare at Bittercreek,1988,,PG-13PG-13,Tim Burstall,1,Scott Swanton,Greg McCarty,,Lindsay Wagner,Tom Skerritt,Constance McCashin,Action,Thriller,,5.0
3064,A Nightmare on Elm Street 4: The Dream Master,1988,1988,1h 33m,Renny Harlin,1,Wes Craven,William Kotzwinkle,Brian Helgeland,Robert Englund,Rodney Eastman,John Beckman,Horror,,,5.7
3065,Ninja Strike Force,1988,1988,,Joseph Lai,1,AAV Creative Unit,Godfrey Ho,Stephen So,Richard Harrison,Geoffrey Ziebart,Gary Carter,Action,Drama,Fantasy,5.2
3066,"No Retreat, No Surrender 2",1988,1987,1h 44m,Corey Yuen,1,Maria Elena Cellino,Roy Horan,Keith W. Strandberg,Loren Avedon,Max Thayer,Cynthia Rothrock,Adventure,Action,,5.1
3067,Not Of This Earth,1988,1988,1h 21m,Jim Wynorski,1,R.J. Robertson,Jim Wynorski,Charles B. Griffith,Traci Lords,Arthur Roberts,Lenny Juliano,Comedy,Horror,Sci-Fi,4.9
3068,Off Limits,1988,1988,1h 42m,Christopher Crowe,1,Christopher Crowe,Jack Thibeau,,Willem Dafoe,Gregory Hines,Fred Ward,Action,Drama,Thriller,6.2
3069,Oliver & Company,1988,1988,1h 14m,George Scribner,1,Jim Cox,Tim Disney,James Mangold,Joey Lawrence,Billy Joel,Cheech Marin,Animation,Adventure,Comedy,6.7
3070,Ollie Hopnoodle's Haven of Bliss,1988,,1h 29m,Dick Bartlett,1,Jean Shepherd,,,Jean Shepherd,James Sikking,Dorothy Lyman,Comedy,Family,,7.1
3071,Out of Time,1988,2003,1h 45m,Carl Franklin,1,David Collard,,,Denzel Washington,Sanaa Lathan,Eva Mendes,Crime,Drama,Mystery,6.5
